fecha,producto_id,nombre,cantidad,costo_unit,precio_unit,descuento,precio_final,total,utilidad
2026-08-16,RJ-13,Reloj Rolex Tipo A,1,40000,95000,0,95000,95000,55000
2026-08-16,VP-27,vaper nicky Jam x fume 10k,1,12000,26000,0,26000,26000,14000
2026-08-16,VP-12,Vaper Solo Bar intercambiable 35k,1,22000,48000,0,48000,48000,26000
2026-08-16,ARREGLO,Arreglo - VIRUS,1,0,20000,0,20000,20000,20000
2026-08-16,ARREGLO,Arreglo - Siste,1,41200,41200,0,41200,41200,0
2026-08-16,VP-25,Capsula destilado nacional,1,25000,50000,0,50000,50000,25000
2026-08-16,VP-24,Vaper Death Row 5k,1,6000,15000,0,15000,15000,9000
2026-08-16,VP-43,vaper nicky Jam x fume 15k,1,14000,30000,0,30000,30000,16000
2026-08-16,SM-01,Funda Samsung A05 diseños,1,6000,15000,0,15000,15000,9000
2026-08-16,CMT-03,Camiseta seda marquilla,1,23000,39000,0,39000,39000,16000
2026-08-16,VTBS-05,V Blindado Samsung A31/A32/A22 4G/F22/M32/M22/A33,1,2000,15000,2000,13000,13000,11000
2026-08-16,SMC-01,Simcard,1,1000,4000,0,4000,4000,3000
2026-08-16,GO-156,Gorra Hugo Boss modelos estandar,1,27000,50000,0,50000,50000,23000
2026-08-16,VP-43,vaper nicky Jam x fume 15k,1,14000,30000,1500,28500,28500,14500
2026-08-16,VTG-06.MOTO,MOTO G04/G22/G24 Power/E32/E32 india/E32S/G77/G67,1,2000,15000,0,15000,15000,13000
2026-08-16,VP-44,Vaper Pine Pod 20k,1,24000,39000,0,39000,39000,15000
2026-08-16,GO-81,Gorra clemont,1,25000,50000,0,50000,50000,25000
2026-08-16,ARREGLO,Arreglo - Virus,1,0,20000,0,20000,20000,20000
2026-08-16,ARREGLO,Arreglo - Recarga,1,10000,10500,0,10500,10500,500
2026-08-16,ARREGLO,Arreglo - Recarga,1,16000,20500,0,20500,20500,4500
2026-08-16,ARREGLO,Arreglo - Recarga,1,10000,10500,0,10500,10500,500
2026-08-16,VP-18,Vaper Hulk 8k,1,12000,25000,3000,22000,22000,10000
2026-08-17,VP-31,Vaper Chris Brown 15k,1,15000,30000,0,30000,30000,15000
2026-08-17,AE-23,VP Cargador completo TC 55W 9A,1,18000,45000,0,45000,45000,27000
2026-08-17,CDC-05,Correa Velez cuero,1,16000,27000,0,27000,27000,11000
2026-08-17,GO-80,Gorra Blessd,1,35000,60000,5000,55000,55000,20000
2026-08-17,SM-71,Funda silicona Samsung A30,1,4500,15000,0,15000,15000,10500
2026-08-17,VP-43,vaper nicky Jam x fume 15k,1,14000,30000,0,30000,30000,16000
2026-08-17,VP-39,Vaper esencia Chillax,1,14000,25000,0,25000,25000,11000
2026-08-17,VP-24,Vaper Death Row 5k,1,6000,15000,0,15000,15000,9000
2026-08-18,VP-05,Vaper Spaceman 20k,1,18000,35000,0,35000,35000,17000
2026-08-18,ARREGLO,Arreglo - Bateria Moto E7 Plus,1,50000,80000,0,80000,80000,30000
2026-08-18,RC-02,Rasca 1 piso,1,2300,6000,0,6000,6000,3700
2026-08-18,ARREGLO,Arreglo - Display Motorola G06,1,72000,80000,0,80000,80000,8000
2026-08-18,AE-56,Cable TC - TV8 4A,1,2500,10000,0,10000,10000,7500
2026-08-18,VP-11,Vaper MTRX 25k,1,20000,42000,0,42000,42000,22000
2026-08-18,VTB-01,V Blindado iPhone 16 pro max/17 pro max,1,2000,15000,0,15000,15000,13000
2026-08-18,MM-07,Memoria musica,1,4500,10000,0,10000,10000,5500
2026-08-18,VP-08,Vaper Lost Mary Grande,1,9000,22000,0,22000,22000,13000
2026-08-18,VP-18,Vaper Hulk 8k,1,12000,25000,0,25000,25000,13000
2026-08-18,VP-30,Vaper Urbar 5k,1,6500,17000,0,17000,17000,10500
2026-08-18,ARREGLO,Arreglo - Bolso cojo,1,10000,10000,0,10000,10000,0
2026-08-18,VP-27,vaper nicky Jam x fume 10k,1,12000,26000,0,26000,26000,14000
2026-08-18,VP-12,Vaper Solo Bar intercambiable 35k,1,22000,48000,0,48000,48000,26000
2026-08-18,VP-08,Vaper Lost Mary Grande,1,9000,22000,1000,21000,21000,12000
2026-08-18,VP-08,Vaper Lost Mary Grande,1,9000,22000,0,22000,22000,13000
2026-08-18,VP-08,Vaper Lost Mary Grande,1,9000,22000,0,22000,22000,13000
2026-08-18,VP-24,Vaper Death Row 5k,1,6000,15000,0,15000,15000,9000
2026-08-18,GF-34,Gafas Oakley 2 puntos,1,14000,25000,0,25000,25000,11000
2026-08-18,VTB-02,V Blindado iPhone 15 pro max,1,2000,15000,0,15000,15000,13000
2026-08-18,VTB-02,V Blindado iPhone 15 pro max,1,2000,15000,5000,10000,10000,8000
2026-08-19,VP-17,Vaper Extre Bar 30k,2,22000,45000,0,45000,90000,46000
2026-08-19,ARREGLO,Arreglo - Sonido,1,0,4000,0,4000,4000,4000
2026-08-19,SMC-01,Simcard,1,1000,4000,0,4000,4000,3000
2026-08-19,VP-18,Vaper Hulk 8k,1,12000,25000,0,25000,25000,13000
2026-08-19,VP-18,Vaper Hulk 8k,1,12000,25000,0,25000,25000,13000
2026-08-19,VP-03,Vaper Snoopy Smoke,1,16000,32000,0,32000,32000,16000
2026-08-19,LNIS-16,Locion NICE PINK - Nina by Nina Ricci ,1,10800,24900,0,24900,24900,14100
2026-08-19,VP-02,Vaper Urbar 15k,1,16000,30000,0,30000,30000,14000
2026-08-19,VP-31,Vaper Chris Brown 15k,2,15000,30000,0,30000,60000,30000
2026-08-19,VP-27,vaper nicky Jam x fume 10k,1,12000,26000,1000,25000,25000,13000
2026-08-19,VP-14,Vaper Viral 9k,1,12000,25000,0,25000,25000,13000
2026-08-19,ARREGLO,Arreglo - Virus,1,0,20000,0,20000,20000,20000
2026-08-19,PLT-01,Netflix pantalla,1,17000,17000,0,17000,17000,0
2026-08-19,VP-14,Vaper Viral 9k,1,12000,25000,0,25000,25000,13000
2026-08-19,VTA-03,Vidrio antiespia iPhone 12/12 Pro,1,3000,15000,0,15000,15000,12000
2026-08-19,VTB-21,V Blindado iPhone 15/16,1,2000,15000,0,15000,15000,13000
2026-08-19,MCRS-01,Protector modulo de cámaras IP 15 Pro Max/15 Pro,1,7000,15000,0,15000,15000,8000
2026-08-19,FPD-175,funda diseño Air Skin Iphone 15,1,12000,28000,0,28000,28000,16000
2026-08-19,AE-03,Cable Apple TC - TC,1,8500,20000,0,20000,20000,11500
2026-08-20,VP-31,Vaper Chris Brown 15k,1,15000,30000,0,30000,30000,15000
2026-08-20,VP-30,Vaper Urbar 5k,1,6500,17000,0,17000,17000,10500
2026-08-20,AE-56,Cable TC - TV8 4A,1,2500,10000,0,10000,10000,7500
2026-08-20,VP-31,Vaper Chris Brown 15k,1,15000,30000,0,30000,30000,15000
2026-08-20,VP-27,vaper nicky Jam x fume 10k,1,12000,26000,0,26000,26000,14000
2026-08-20,ARREGLO,Arreglo - Sims,1,290000,290000,0,290000,290000,0
2026-08-20,VP-18,Vaper Hulk 8k,1,12000,25000,0,25000,25000,13000
2026-08-20,AE-19,VP Cargador completo TC 5A 25W,1,9200,24000,0,24000,24000,14800
2026-08-20,ARREGLO,Arreglo - Arreglo Display Samsung A53,1,90000,130000,0,130000,130000,40000
2026-08-20,VP-19,Vaper Neo 8k,1,11000,25000,0,25000,25000,14000
2026-08-20,VP-03,Vaper Snoopy Smoke,1,16000,32000,0,32000,32000,16000
2026-08-20,CCV-04,Cargador cigarrero 38w USB Y TC con cable,1,14000,29000,0,29000,29000,15000
2026-08-20,VP-19,Vaper Neo 8k,1,11000,25000,2000,23000,23000,12000
2026-08-20,CR-05,Cueros OCB #9,1,2500,5500,0,5500,5500,3000
2026-08-20,IP-30,Forro iPhone 13 Pro Silicona,1,5500,15000,0,15000,15000,9500
2026-08-21,CMS-15,Camisetas tela Catar en Clemont/Undergold/Jordan/Nike,1,38000,65000,0,65000,65000,27000
2026-08-21,GO-136,Gorra Clemont Importada,1,28000,55000,0,55000,55000,27000
2026-08-21,ARREGLO,Arreglo - cambio de pin de carga,1,50000,50000,0,50000,50000,0
2026-08-21,VBHN-03.INFINIX,V Blindado Infinix Zero 8/Hot 11S/Camon 17 Pro/17 p/Camon 18P/Camon 18/Camon 19/Camon 19 Pro/19 Neo/Spark 10 Pro/Spark 20 Pro/Pova 5/5 Pro/Infinix Note 30/Note 30 Pro/Hot 30,1,2000,15000,2000,13000,13000,11000
2026-08-21,VP-43,vaper nicky Jam x fume 15k,1,14000,30000,2000,28000,28000,14000
2026-08-21,ARREGLO,Arreglo - artreglo de bateria,1,85000,85000,0,85000,85000,0
2026-08-21,VP-14,Vaper Viral 9k,1,12000,25000,0,25000,25000,13000
2026-08-21,VP-11,Vaper MTRX 25k,1,20000,42000,0,42000,42000,22000
2026-08-21,CHT-02,Conjunto marcas tela galleta,1,55000,99000,1000,98000,98000,43000
2026-08-21,CG-04,Canguros AAA marcas,1,21000,39000,0,39000,39000,18000
2026-08-21,VP-43,vaper nicky Jam x fume 15k,1,14000,30000,0,30000,30000,16000
2026-08-21,VP-31,Vaper Chris Brown 15k,1,15000,30000,0,30000,30000,15000
2026-08-21,VP-08,Vaper Lost Mary Grande,1,9000,22000,0,22000,22000,13000
2026-08-21,GO-20,Gorra Yankees normal,1,26000,50000,0,50000,50000,24000
2026-08-21,LNIS-23,Locion DEEP BLUE - Bleu by Chanel,1,10800,24900,1000,23900,23900,13100
2026-08-21,IP-37,Forro iPhone 11 Silicona,1,5500,15000,1000,14000,14000,8500
2026-08-21,VP-01,Vaper Priv Bar,1,18000,35000,3000,32000,32000,14000
2026-08-21,IP-46,Forro iPhone 17 Silicona,1,6000,15000,0,15000,15000,9000
2026-08-21,CMRT-07,Camarita piedras/escarcha IP 16/16 Pro/16 Pro Max/17 Pro Max,1,900,3500,0,3500,3500,2600
2026-08-21,CMRT-07,Camarita piedras/escarcha IP 16/16 Pro/16 Pro Max/17 Pro Max,1,900,3500,0,3500,3500,2600
2026-08-22,PLT-02,Netflix pantalla,1,15000,15000,2000,13000,13000,-2000
2026-08-22,VP-22,Vaper Airfuz de pantalla,1,22000,48000,0,48000,48000,26000
2026-08-22,PLT-02,Disney pantalla,1,15000,15000,0,15000,15000,0
2026-08-22,CDC-17,Correa de niño en cuero pachos,1,9000,19000,0,19000,19000,10000
2026-08-22,ARREGLO,Arreglo - Cable 5.1,1,5500,15000,0,15000,15000,9500
2026-08-22,VP-24,Vaper Death Row 5k,1,6000,15000,0,15000,15000,9000
2026-08-22,VP-19,Vaper Neo 8k,1,11000,25000,0,25000,25000,14000
2026-08-22,VP-30,Vaper Urbar 5k,1,6500,17000,0,17000,17000,10500
2026-08-22,VP-43,vaper nicky Jam x fume 15k,1,14000,30000,2000,28000,28000,14000
2026-08-22,GO-145,Gorra Hugo Boss firmas importada,1,25000,55000,3000,52000,52000,27000
2026-08-22,PLT-01,Netflix pantalla,1,17000,17000,0,17000,17000,0
2026-08-22,PLT-02,Disney pantalla,1,15000,15000,0,15000,15000,0
2026-08-22,ARREGLO,Arreglo - Dispensador de lociones,1,5000,15000,0,15000,15000,10000
2026-08-22,VP-33,Vaper Bugatti 9k,1,12000,25000,0,25000,25000,13000
2026-08-22,MM-07,Memoria musica,1,4500,10000,0,10000,10000,5500
2026-08-22,VBRM-07,V Blindado Redmi Note 8/VIVO S1/OP F9/REDMI 8/REDMI 8A/VIVO S1 PRO/OP F9 PRO,1,2000,15000,0,15000,15000,13000
2026-08-22,VP-30,Vaper Urbar 5k,1,6500,17000,0,17000,17000,10500
2026-08-22,CMS-06,Camisetas tela Catar Tributo,1,38000,65000,2000,63000,63000,25000
2026-08-22,VP-18,Vaper Hulk 8k,1,12000,25000,0,25000,25000,13000
2026-08-22,SMC-01,Simcard,1,1000,4000,0,4000,4000,3000
2026-08-22,VTB-13,V Blindado iPhone XR/11,1,2000,15000,0,15000,15000,13000
2026-08-22,SM-10,Funda Samsung A21s Diseños,1,6000,15000,0,15000,15000,9000
2026-08-22,VTBS-13,V Blindado Samsung A21s,1,2000,15000,0,15000,15000,13000
2026-08-22,ARREGLO,Arreglo - Cargador 25w,1,10000,24000,0,24000,24000,14000
2026-08-22,VP-25,Capsula destilado nacional,1,25000,50000,0,50000,50000,25000
2026-08-22,GF-59,Gafas Oakley Juliet transparentes,1,19000,37000,0,37000,37000,18000
2026-08-22,VP-08,Vaper Lost Mary Grande,1,9000,22000,600,21400,21400,12400
2026-08-22,VP-08,Vaper Lost Mary Grande,1,9000,22000,0,22000,22000,13000
2026-08-22,VP-08,Vaper Lost Mary Grande,1,9000,22000,0,22000,22000,13000
2026-08-22,RJ-13,Reloj Rolex Tipo A,1,40000,95000,3000,92000,92000,52000
2026-08-23,SMC-01,Simcard,1,1000,4000,0,4000,4000,3000
2026-08-23,PLT-02,Disney pantalla,1,15000,15000,0,15000,15000,0
2026-08-23,CRA-04,Carriel clasico pequeño multimarcas,1,32000,60900,0,60900,60900,28900
2026-08-23,RJ-13,Reloj Rolex Tipo A,1,40000,95000,5000,90000,90000,50000
2026-08-23,GO-75,Gorra barrow,1,27000,50000,1900,48100,48100,21100
2026-08-23,GO-142,Gorra Hugo Boss Firma,1,20000,50000,0,50000,50000,30000
2026-08-23,VP-24,Vaper Death Row 5k,1,6000,15000,0,15000,15000,9000
2026-08-23,SMC-01,Simcard,1,1000,4000,0,4000,4000,3000
2026-08-23,VTA-14,Vidrio antiespia iPhone 13/13 PRO/14/16E/15 PRO,1,3000,15000,0,15000,15000,12000
2026-08-23,VP-30,Vaper Urbar 5k,1,6500,17000,0,17000,17000,10500
2026-08-23,VP-30,Vaper Urbar 5k,1,6500,17000,0,17000,17000,10500
2026-08-23,GO-138,Gorra coach plana,1,28000,55000,0,55000,55000,27000
2026-08-23,ARREGLO,Arreglo - Siste,1,138400,138400,0,138400,138400,0
2026-08-24,GF-16,Gafas 100% Sport,1,19000,35000,3000,32000,32000,13000
2026-08-24,GO-80,Gorra Blessd,1,35000,60000,5000,55000,55000,20000
2026-08-24,VP-24,Vaper Death Row 5k,1,6000,15000,0,15000,15000,9000
2026-08-24,VP-30,Vaper Urbar 5k,1,6500,17000,0,17000,17000,10500
2026-08-24,VP-05,Vaper Spaceman 20k,1,18000,35000,0,35000,35000,17000
2026-08-24,VP-14,Vaper Viral 9k,1,12000,25000,0,25000,25000,13000
2026-08-24,HDG-03,Hidrogel antiespias,1,4800,20000,5000,15000,15000,10200
2026-08-24,VP-01,Vaper Priv Bar,1,18000,35000,0,35000,35000,17000
2026-08-24,VP-08,Vaper Lost Mary Grande,1,9000,22000,0,22000,22000,13000
2026-08-24,PLT-01,Netflix pantalla,1,17000,17000,0,17000,17000,0
2026-08-24,VP-02,Vaper Urbar 15k,1,16000,30000,0,30000,30000,14000
2026-08-25,AE-64,VP Cargador economico TC 3.1A 5w,1,6700,15000,5000,10000,10000,3300
2026-08-25,AUD-18,Audifonos cable J5,1,3000,10000,0,10000,10000,7000
2026-08-25,VP-08,Vaper Lost Mary Grande,1,9000,22000,0,22000,22000,13000
2026-08-25,VP-31,Vaper Chris Brown 15k,1,15000,30000,0,30000,30000,15000
2026-08-25,VP-05,Vaper Spaceman 20k,1,18000,35000,0,35000,35000,17000
2026-08-25,FPD-159,funda diseño Metal Iphone 14 pro max,1,15000,32000,0,32000,32000,17000
2026-08-25,VP-44,Vaper Pine Pod 20k,1,24000,39000,0,39000,39000,15000
2026-08-25,VP-27,vaper nicky Jam x fume 10k,1,12000,26000,0,26000,26000,14000
2026-08-25,VP-08,Vaper Lost Mary Grande,1,9000,22000,0,22000,22000,13000
2026-08-25,ARREGLO,Arreglo - Pegada pantalla,1,2000,15000,0,15000,15000,13000
2026-08-25,CMRT-08,Camarita lisa IP 16/16 Pro/16 Pro Max/17 Pro Max/17,3,900,3000,0,3000,9000,6300
2026-08-25,VP-24,Vaper Death Row 5k,1,6000,15000,0,15000,15000,9000
2026-08-25,IP-27,Forro iPhone 13/14 Silicona,1,5500,15000,0,15000,15000,9500
2026-08-25,VP-18,Vaper Hulk 8k,1,12000,25000,0,25000,25000,13000
2026-08-25,VP-11,Vaper MTRX 25k,1,20000,42000,0,42000,42000,22000
2026-08-25,VP-24,Vaper Death Row 5k,1,6000,15000,1000,14000,14000,8000
2026-08-25,VP-45,Vaper South Connect 35k,1,25000,48000,0,48000,48000,23000
2026-08-25,AUD-15,Audifonos jack 3.5 Harvic,1,5000,15000,0,15000,15000,10000
2026-08-25,SPT-02,Soporte de celular para motos y cicargador cierras,1,20000,42000,2000,40000,40000,20000
2026-08-25,GR4-01,Forro Gear4 IP 11,1,17000,34500,2500,32000,32000,15000
2026-08-25,ARREGLO,Arreglo - DisneyPlus,1,15000,15000,0,15000,15000,0
2026-08-25,VP-08,Vaper Lost Mary Grande,1,9000,22000,0,22000,22000,13000
2026-08-25,VP-24,Vaper Death Row 5k,1,6000,15000,0,15000,15000,9000
2026-08-26,VBRM-07.SAMSUNG,V Blindado Samsung Galaxy A10s,1,2000,15000,0,15000,15000,13000
2026-08-26,SM-60,Funda silicona Samsung A10s,1,4500,15000,0,15000,15000,10500
2026-08-26,VP-43,vaper nicky Jam x fume 15k,1,14000,30000,0,30000,30000,16000
2026-08-26,ARREGLO,Arreglo - Abono bolso,1,20000,20000,0,20000,20000,0
2026-08-26,GO-01,Gorra agropecuaria,1,25000,50000,2000,48000,48000,23000
2026-08-26,MM-07,Memoria musica,1,4500,10000,0,10000,10000,5500
2026-08-26,ARREGLO,Arreglo - Display motorola g30,1,65000,110000,0,110000,110000,45000
2026-08-26,PLT-01,Netflix pantalla,1,17000,17000,4000,13000,13000,-4000
2026-08-26,CRA-04,Carriel clasico pequeño multimarcas,1,32000,60900,0,60900,60900,28900
2026-08-26,VP-17,Vaper Extre Bar 30k,1,22000,45000,0,45000,45000,23000
2026-08-26,VP-25,Capsula destilado nacional,1,25000,50000,0,50000,50000,25000
2026-08-26,VP-37,Bateria destilado TC pantalla,1,17000,50000,5000,45000,45000,28000
2026-08-26,VTG-05.MOTO,MOTO G24 Power/MOTO G14/MOTO G04S/G47,1,2000,15000,3000,12000,12000,10000
2026-08-26,AE-53,Cable TC 5A,1,4000,12000,0,12000,12000,8000
2026-08-26,GO-168,Gorra Undergold,1,28000,55000,0,55000,55000,27000
2026-08-26,VP-31,Vaper Chris Brown 15k,1,15000,30000,0,30000,30000,15000
2026-08-26,VP-24,Vaper Death Row 5k,1,6000,15000,0,15000,15000,9000
2026-08-26,VP-18,Vaper Hulk 8k,1,12000,25000,0,25000,25000,13000
2026-08-26,VP-30,Vaper Urbar 5k,1,6500,17000,0,17000,17000,10500
2026-08-26,VP-14,Vaper Viral 9k,2,12000,25000,0,25000,50000,26000
2026-08-26,VP-19,Vaper Neo 8k,1,11000,25000,0,25000,25000,14000
2026-08-26,ARREGLO,Arreglo - Restante Display Motorola One Macro,1,70000,70000,0,70000,70000,0
2026-08-26,AE-55,Cable VP TC-TC 9A,1,7500,25000,0,25000,25000,17500
2026-08-26,VP-18,Vaper Hulk 8k,1,12000,25000,0,25000,25000,13000
2026-08-26,VBRM-01,V Blindado Redmi 10C/12C/A3/POCO C40/C55/HOT 40 PRO/SM A05/SM A05S o VTBS-01/X5B/ZTE A35/inf hot 60i,1,2000,15000,0,15000,15000,13000
2026-08-26,VBRM-08.REDMI,V Blindado Redmi 10/Note 10 5G/POCO M3 PRO/POCO X7 PRO,1,2000,15000,3000,12000,12000,10000
2026-08-26,ARREGLO,Arreglo - Recuperacion de cuenta,1,0,5000,0,5000,5000,5000
2026-08-26,VP-31,Vaper Chris Brown 15k,1,15000,30000,0,30000,30000,15000
2026-08-26,VP-18,Vaper Hulk 8k,1,12000,25000,0,25000,25000,13000
2026-08-26,VP-03,Vaper Snoopy Smoke,1,16000,32000,0,32000,32000,16000
2026-08-26,VP-14,Vaper Viral 9k,1,12000,25000,0,25000,25000,13000
2026-08-26,CAUX-01,Cable auxiliar 1x1 163,1,3000,12000,0,12000,12000,9000
2026-08-26,HDG-02,Hidrogel mate,1,3400,15000,0,15000,15000,11600
